frame_dir,total_frames,img_shape,original_shape,label,keypoint_shape,has_keypoint_score
v_Basketball_g23_c04,118,"(256, 340)","(256, 340)",7,"(2, 118, 17, 2)",True
v_Basketball_g23_c05,102,"(256, 340)","(256, 340)",7,"(1, 102, 17, 2)",True
v_Basketball_g23_c06,96,"(256, 340)","(256, 340)",7,"(1, 96, 17, 2)",True
v_Basketball_g24_c01,132,"(256, 340)","(256, 340)",7,"(3, 132, 17, 2)",True
v_Basketball_g24_c02,119,"(256, 340)","(256, 340)",7,"(2, 119, 17, 2)",True
v_Basketball_g24_c03,116,"(256, 340)","(256, 340)",7,"(2, 116, 17, 2)",True
v_Basketball_g24_c04,119,"(256, 340)","(256, 340)",7,"(1, 119, 17, 2)",True
v_Basketball_g25_c01,124,"(256, 340)","(256, 340)",7,"(2, 124, 17, 2)",True
v_Basketball_g25_c02,178,"(256, 340)","(256, 340)",7,"(1, 178, 17, 2)",True
v_Basketball_g25_c03,145,"(256, 340)","(256, 340)",7,"(1, 145, 17, 2)",True
v_Basketball_g25_c04,107,"(256, 340)","(256, 340)",7,"(2, 107, 17, 2)",True
v_Basketball_g25_c05,179,"(256, 340)","(256, 340)",7,"(2, 179, 17, 2)",True
v_Basketball_g25_c06,110,"(256, 340)","(256, 340)",7,"(1, 110, 17, 2)",True
v_Basketball_g25_c07,130,"(256, 340)","(256, 340)",7,"(2, 130, 17, 2)",True
v_BasketballDunk_g08_c01,50,"(256, 340)","(256, 340)",8,"(8, 50, 17, 2)",True
v_BasketballDunk_g08_c02,65,"(256, 340)","(256, 340)",8,"(24, 65, 17, 2)",True
v_BasketballDunk_g08_c03,58,"(256, 340)","(256, 340)",8,"(16, 58, 17, 2)",True
v_BasketballDunk_g08_c04,58,"(256, 340)","(256, 340)",8,"(16, 58, 17, 2)",True
v_BasketballDunk_g08_c05,86,"(256, 340)","(256, 340)",8,"(30, 86, 17, 2)",True
v_BasketballDunk_g09_c01,84,"(256, 340)","(256, 340)",8,"(5, 84, 17, 2)",True
v_BasketballDunk_g09_c02,71,"(256, 340)","(256, 340)",8,"(11, 71, 17, 2)",True
v_BasketballDunk_g09_c03,81,"(256, 340)","(256, 340)",8,"(9, 81, 17, 2)",True
v_BasketballDunk_g09_c04,80,"(256, 340)","(256, 340)",8,"(11, 80, 17, 2)",True
v_BasketballDunk_g09_c05,60,"(256, 340)","(256, 340)",8,"(14, 60, 17, 2)",True
v_BasketballDunk_g10_c01,90,"(256, 340)","(256, 340)",8,"(25, 90, 17, 2)",True
v_BasketballDunk_g10_c02,59,"(256, 340)","(256, 340)",8,"(12, 59, 17, 2)",True
v_BasketballDunk_g10_c03,69,"(256, 340)","(256, 340)",8,"(11, 69, 17, 2)",True
v_BasketballDunk_g10_c04,68,"(256, 340)","(256, 340)",8,"(16, 68, 17, 2)",True
v_BasketballDunk_g10_c05,97,"(256, 340)","(256, 340)",8,"(27, 97, 17, 2)",True
v_BasketballDunk_g11_c01,114,"(256, 340)","(256, 340)",8,"(14, 114, 17, 2)",True
v_BasketballDunk_g11_c02,83,"(256, 340)","(256, 340)",8,"(18, 83, 17, 2)",True
v_BasketballDunk_g11_c03,94,"(256, 340)","(256, 340)",8,"(20, 94, 17, 2)",True
v_BasketballDunk_g11_c04,85,"(256, 340)","(256, 340)",8,"(10, 85, 17, 2)",True
v_BasketballDunk_g11_c05,90,"(256, 340)","(256, 340)",8,"(12, 90, 17, 2)",True
v_BasketballDunk_g12_c01,49,"(256, 340)","(256, 340)",8,"(14, 49, 17, 2)",True
v_BasketballDunk_g12_c02,55,"(256, 340)","(256, 340)",8,"(6, 55, 17, 2)",True
v_BasketballDunk_g12_c03,69,"(256, 340)","(256, 340)",8,"(19, 69, 17, 2)",True
v_BasketballDunk_g12_c04,57,"(256, 340)","(256, 340)",8,"(23, 57, 17, 2)",True
v_BasketballDunk_g12_c05,67,"(256, 340)","(256, 340)",8,"(14, 67, 17, 2)",True
v_BasketballDunk_g13_c01,46,"(256, 340)","(256, 340)",8,"(9, 46, 17, 2)",True
v_BasketballDunk_g13_c02,66,"(256, 340)","(256, 340)",8,"(19, 66, 17, 2)",True
v_BasketballDunk_g13_c03,105,"(256, 340)","(256, 340)",8,"(20, 105, 17, 2)",True
v_BasketballDunk_g13_c04,71,"(256, 340)","(256, 340)",8,"(16, 71, 17, 2)",True
v_BasketballDunk_g14_c01,87,"(256, 340)","(256, 340)",8,"(16, 87, 17, 2)",True
v_BasketballDunk_g14_c02,81,"(256, 340)","(256, 340)",8,"(18, 81, 17, 2)",True
v_BasketballDunk_g14_c03,86,"(256, 340)","(256, 340)",8,"(13, 86, 17, 2)",True
v_BasketballDunk_g14_c04,87,"(256, 340)","(256, 340)",8,"(23, 87, 17, 2)",True
v_BasketballDunk_g14_c05,81,"(256, 340)","(256, 340)",8,"(16, 81, 17, 2)",True
v_BasketballDunk_g14_c06,124,"(256, 340)","(256, 340)",8,"(19, 124, 17, 2)",True
v_BasketballDunk_g14_c07,97,"(256, 340)","(256, 340)",8,"(24, 97, 17, 2)",True
v_BasketballDunk_g15_c01,76,"(256, 340)","(256, 340)",8,"(10, 76, 17, 2)",True
v_BasketballDunk_g15_c02,81,"(256, 340)","(256, 340)",8,"(9, 81, 17, 2)",True
v_BasketballDunk_g15_c03,123,"(256, 340)","(256, 340)",8,"(21, 123, 17, 2)",True
v_BasketballDunk_g15_c04,101,"(256, 340)","(256, 340)",8,"(14, 101, 17, 2)",True
v_BasketballDunk_g15_c05,78,"(256, 340)","(256, 340)",8,"(15, 78, 17, 2)",True
v_BasketballDunk_g15_c06,101,"(256, 340)","(256, 340)",8,"(7, 101, 17, 2)",True
v_BasketballDunk_g15_c07,79,"(256, 340)","(256, 340)",8,"(7, 79, 17, 2)",True
v_BasketballDunk_g16_c01,75,"(256, 340)","(256, 340)",8,"(16, 75, 17, 2)",True
v_BasketballDunk_g16_c02,74,"(256, 340)","(256, 340)",8,"(17, 74, 17, 2)",True
v_BasketballDunk_g16_c03,63,"(256, 340)","(256, 340)",8,"(19, 63, 17, 2)",True
v_BasketballDunk_g16_c04,58,"(256, 340)","(256, 340)",8,"(11, 58, 17, 2)",True
v_BasketballDunk_g16_c05,73,"(256, 340)","(256, 340)",8,"(22, 73, 17, 2)",True
v_BasketballDunk_g16_c06,75,"(256, 340)","(256, 340)",8,"(13, 75, 17, 2)",True
v_BasketballDunk_g17_c01,70,"(256, 340)","(256, 340)",8,"(17, 70, 17, 2)",True
v_BasketballDunk_g17_c02,65,"(256, 340)","(256, 340)",8,"(12, 65, 17, 2)",True
v_BasketballDunk_g17_c03,73,"(256, 340)","(256, 340)",8,"(7, 73, 17, 2)",True
v_BasketballDunk_g17_c04,82,"(256, 340)","(256, 340)",8,"(17, 82, 17, 2)",True
v_BasketballDunk_g17_c05,60,"(256, 340)","(256, 340)",8,"(21, 60, 17, 2)",True
v_BasketballDunk_g17_c06,60,"(256, 340)","(256, 340)",8,"(16, 60, 17, 2)",True
v_BasketballDunk_g17_c07,74,"(256, 340)","(256, 340)",8,"(20, 74, 17, 2)",True
v_BasketballDunk_g18_c01,75,"(256, 340)","(256, 340)",8,"(17, 75, 17, 2)",True
v_BasketballDunk_g18_c02,66,"(256, 340)","(256, 340)",8,"(26, 66, 17, 2)",True
v_BasketballDunk_g18_c03,73,"(256, 340)","(256, 340)",8,"(22, 73, 17, 2)",True
v_BasketballDunk_g18_c04,50,"(256, 340)","(256, 340)",8,"(9, 50, 17, 2)",True
v_BasketballDunk_g18_c05,73,"(256, 340)","(256, 340)",8,"(18, 73, 17, 2)",True
v_BasketballDunk_g18_c06,66,"(256, 340)","(256, 340)",8,"(6, 66, 17, 2)",True
v_BasketballDunk_g19_c01,73,"(256, 340)","(256, 340)",8,"(18, 73, 17, 2)",True
v_BasketballDunk_g19_c02,50,"(256, 340)","(256, 340)",8,"(15, 50, 17, 2)",True
v_BasketballDunk_g19_c03,57,"(256, 340)","(256, 340)",8,"(15, 57, 17, 2)",True
v_BasketballDunk_g19_c04,52,"(256, 340)","(256, 340)",8,"(11, 52, 17, 2)",True
v_BasketballDunk_g20_c01,65,"(256, 340)","(256, 340)",8,"(10, 65, 17, 2)",True
v_BasketballDunk_g20_c02,52,"(256, 340)","(256, 340)",8,"(8, 52, 17, 2)",True
v_BasketballDunk_g20_c03,66,"(256, 340)","(256, 340)",8,"(10, 66, 17, 2)",True
v_BasketballDunk_g20_c04,77,"(256, 340)","(256, 340)",8,"(13, 77, 17, 2)",True
v_BasketballDunk_g20_c05,71,"(256, 340)","(256, 340)",8,"(11, 71, 17, 2)",True
v_BasketballDunk_g20_c06,71,"(256, 340)","(256, 340)",8,"(12, 71, 17, 2)",True
v_BasketballDunk_g21_c01,83,"(256, 340)","(256, 340)",8,"(2, 83, 17, 2)",True
v_BasketballDunk_g21_c02,94,"(256, 340)","(256, 340)",8,"(8, 94, 17, 2)",True
v_BasketballDunk_g21_c03,115,"(256, 340)","(256, 340)",8,"(20, 115, 17, 2)",True
v_BasketballDunk_g21_c04,147,"(256, 340)","(256, 340)",8,"(11, 147, 17, 2)",True
v_BasketballDunk_g22_c01,71,"(256, 340)","(256, 340)",8,"(18, 71, 17, 2)",True
v_BasketballDunk_g22_c02,67,"(256, 340)","(256, 340)",8,"(5, 67, 17, 2)",True
v_BasketballDunk_g22_c03,110,"(256, 340)","(256, 340)",8,"(17, 110, 17, 2)",True
v_BasketballDunk_g22_c04,95,"(256, 340)","(256, 340)",8,"(16, 95, 17, 2)",True
v_BasketballDunk_g23_c01,90,"(256, 340)","(256, 340)",8,"(8, 90, 17, 2)",True
v_BasketballDunk_g23_c02,84,"(256, 340)","(256, 340)",8,"(8, 84, 17, 2)",True
v_BasketballDunk_g23_c03,110,"(256, 340)","(256, 340)",8,"(8, 110, 17, 2)",True
v_BasketballDunk_g23_c04,136,"(256, 340)","(256, 340)",8,"(11, 136, 17, 2)",True
v_BasketballDunk_g23_c05,92,"(256, 340)","(256, 340)",8,"(12, 92, 17, 2)",True
v_BasketballDunk_g24_c01,83,"(256, 340)","(256, 340)",8,"(7, 83, 17, 2)",True
v_BasketballDunk_g24_c02,104,"(256, 340)","(256, 340)",8,"(9, 104, 17, 2)",True
v_BasketballDunk_g24_c03,77,"(256, 340)","(256, 340)",8,"(10, 77, 17, 2)",True
v_BasketballDunk_g24_c04,154,"(256, 340)","(256, 340)",8,"(12, 154, 17, 2)",True
v_BasketballDunk_g24_c05,167,"(256, 340)","(256, 340)",8,"(11, 167, 17, 2)",True
v_BasketballDunk_g25_c01,81,"(256, 340)","(256, 340)",8,"(4, 81, 17, 2)",True
v_BasketballDunk_g25_c02,116,"(256, 340)","(256, 340)",8,"(10, 116, 17, 2)",True
v_BasketballDunk_g25_c03,80,"(256, 340)","(256, 340)",8,"(4, 80, 17, 2)",True
v_BasketballDunk_g25_c04,88,"(256, 340)","(256, 340)",8,"(22, 88, 17, 2)",True
v_BenchPress_g08_c01,63,"(256, 340)","(256, 340)",9,"(4, 63, 17, 2)",True
v_BenchPress_g08_c02,60,"(256, 340)","(256, 340)",9,"(3, 60, 17, 2)",True
v_BenchPress_g08_c03,56,"(256, 340)","(256, 340)",9,"(4, 56, 17, 2)",True
v_BenchPress_g08_c04,59,"(256, 340)","(256, 340)",9,"(4, 59, 17, 2)",True
v_BenchPress_g08_c05,186,"(256, 340)","(256, 340)",9,"(5, 186, 17, 2)",True
v_BenchPress_g08_c06,85,"(256, 340)","(256, 340)",9,"(4, 85, 17, 2)",True
v_BenchPress_g08_c07,71,"(256, 340)","(256, 340)",9,"(4, 71, 17, 2)",True
v_BenchPress_g09_c01,83,"(256, 340)","(256, 340)",9,"(2, 83, 17, 2)",True
v_BenchPress_g09_c02,65,"(256, 340)","(256, 340)",9,"(2, 65, 17, 2)",True
v_BenchPress_g09_c03,67,"(256, 340)","(256, 340)",9,"(2, 67, 17, 2)",True
v_BenchPress_g09_c04,67,"(256, 340)","(256, 340)",9,"(3, 67, 17, 2)",True
v_BenchPress_g09_c05,62,"(256, 340)","(256, 340)",9,"(2, 62, 17, 2)",True
v_BenchPress_g09_c06,198,"(256, 340)","(256, 340)",9,"(3, 198, 17, 2)",True
v_BenchPress_g09_c07,99,"(256, 340)","(256, 340)",9,"(2, 99, 17, 2)",True
v_BenchPress_g10_c01,111,"(256, 340)","(256, 340)",9,"(4, 111, 17, 2)",True
v_BenchPress_g10_c02,107,"(256, 340)","(256, 340)",9,"(4, 107, 17, 2)",True
v_BenchPress_g10_c03,238,"(256, 340)","(256, 340)",9,"(5, 238, 17, 2)",True
v_BenchPress_g10_c04,133,"(256, 340)","(256, 340)",9,"(4, 133, 17, 2)",True
v_BenchPress_g11_c01,97,"(256, 340)","(256, 340)",9,"(4, 97, 17, 2)",True
v_BenchPress_g11_c02,94,"(256, 340)","(256, 340)",9,"(5, 94, 17, 2)",True
v_BenchPress_g11_c03,92,"(256, 340)","(256, 340)",9,"(5, 92, 17, 2)",True
v_BenchPress_g11_c04,250,"(256, 340)","(256, 340)",9,"(5, 250, 17, 2)",True
v_BenchPress_g11_c05,113,"(256, 340)","(256, 340)",9,"(5, 113, 17, 2)",True
v_BenchPress_g12_c01,64,"(256, 340)","(256, 340)",9,"(6, 64, 17, 2)",True
v_BenchPress_g12_c02,62,"(256, 340)","(256, 340)",9,"(6, 62, 17, 2)",True
v_BenchPress_g12_c03,193,"(256, 340)","(256, 340)",9,"(8, 193, 17, 2)",True
v_BenchPress_g12_c04,102,"(256, 340)","(256, 340)",9,"(5, 102, 17, 2)",True
v_BenchPress_g12_c05,83,"(256, 340)","(256, 340)",9,"(5, 83, 17, 2)",True
v_BenchPress_g12_c06,72,"(256, 340)","(256, 340)",9,"(5, 72, 17, 2)",True
v_BenchPress_g12_c07,67,"(256, 340)","(256, 340)",9,"(6, 67, 17, 2)",True
v_BenchPress_g13_c01,139,"(256, 340)","(256, 340)",9,"(5, 139, 17, 2)",True
v_BenchPress_g13_c02,92,"(256, 340)","(256, 340)",9,"(4, 92, 17, 2)",True
v_BenchPress_g13_c03,199,"(256, 340)","(256, 340)",9,"(6, 199, 17, 2)",True
v_BenchPress_g13_c04,145,"(256, 340)","(256, 340)",9,"(6, 145, 17, 2)",True
v_BenchPress_g13_c05,140,"(256, 340)","(256, 340)",9,"(6, 140, 17, 2)",True
v_BenchPress_g13_c06,101,"(256, 340)","(256, 340)",9,"(6, 101, 17, 2)",True
v_BenchPress_g13_c07,102,"(256, 340)","(256, 340)",9,"(6, 102, 17, 2)",True
v_BenchPress_g14_c01,95,"(256, 340)","(256, 340)",9,"(5, 95, 17, 2)",True
v_BenchPress_g14_c02,98,"(256, 340)","(256, 340)",9,"(5, 98, 17, 2)",True
v_BenchPress_g14_c03,104,"(256, 340)","(256, 340)",9,"(5, 104, 17, 2)",True
v_BenchPress_g14_c04,304,"(256, 340)","(256, 340)",9,"(6, 304, 17, 2)",True
v_BenchPress_g14_c05,211,"(256, 340)","(256, 340)",9,"(5, 211, 17, 2)",True
v_BenchPress_g14_c06,177,"(256, 340)","(256, 340)",9,"(5, 177, 17, 2)",True
v_BenchPress_g14_c07,104,"(256, 340)","(256, 340)",9,"(5, 104, 17, 2)",True
v_BenchPress_g15_c01,66,"(256, 340)","(256, 340)",9,"(4, 66, 17, 2)",True
v_BenchPress_g15_c02,63,"(256, 340)","(256, 340)",9,"(3, 63, 17, 2)",True
v_BenchPress_g15_c03,71,"(256, 340)","(256, 340)",9,"(3, 71, 17, 2)",True
v_BenchPress_g15_c04,169,"(256, 340)","(256, 340)",9,"(3, 169, 17, 2)",True
v_BenchPress_g15_c05,64,"(256, 340)","(256, 340)",9,"(3, 64, 17, 2)",True
v_BenchPress_g15_c06,44,"(256, 340)","(256, 340)",9,"(3, 44, 17, 2)",True
v_BenchPress_g16_c01,106,"(256, 340)","(256, 340)",9,"(5, 106, 17, 2)",True
v_BenchPress_g16_c02,98,"(256, 340)","(256, 340)",9,"(6, 98, 17, 2)",True
v_BenchPress_g16_c03,99,"(256, 340)","(256, 340)",9,"(6, 99, 17, 2)",True
v_BenchPress_g16_c04,217,"(256, 340)","(256, 340)",9,"(6, 217, 17, 2)",True
v_BenchPress_g16_c05,123,"(256, 340)","(256, 340)",9,"(7, 123, 17, 2)",True
v_BenchPress_g17_c01,70,"(256, 340)","(256, 340)",9,"(5, 70, 17, 2)",True
v_BenchPress_g17_c02,67,"(256, 340)","(256, 340)",9,"(6, 67, 17, 2)",True
v_BenchPress_g17_c03,64,"(256, 340)","(256, 340)",9,"(5, 64, 17, 2)",True
v_BenchPress_g17_c04,311,"(256, 340)","(256, 340)",9,"(6, 311, 17, 2)",True
v_BenchPress_g17_c05,171,"(256, 340)","(256, 340)",9,"(7, 171, 17, 2)",True
v_BenchPress_g17_c06,116,"(256, 340)","(256, 340)",9,"(6, 116, 17, 2)",True
v_BenchPress_g17_c07,71,"(256, 340)","(256, 340)",9,"(5, 71, 17, 2)",True
v_BenchPress_g18_c01,92,"(256, 340)","(256, 340)",9,"(4, 92, 17, 2)",True
v_BenchPress_g18_c02,100,"(256, 340)","(256, 340)",9,"(3, 100, 17, 2)",True
v_BenchPress_g18_c03,273,"(256, 340)","(256, 340)",9,"(4, 273, 17, 2)",True
v_BenchPress_g18_c04,126,"(256, 340)","(256, 340)",9,"(3, 126, 17, 2)",True
v_BenchPress_g18_c05,111,"(256, 340)","(256, 340)",9,"(3, 111, 17, 2)",True
v_BenchPress_g18_c06,109,"(256, 340)","(256, 340)",9,"(4, 109, 17, 2)",True
v_BenchPress_g18_c07,77,"(256, 340)","(256, 340)",9,"(4, 77, 17, 2)",True
v_BenchPress_g19_c01,91,"(256, 340)","(256, 340)",9,"(4, 91, 17, 2)",True
v_BenchPress_g19_c02,85,"(256, 340)","(256, 340)",9,"(4, 85, 17, 2)",True
v_BenchPress_g19_c03,81,"(256, 340)","(256, 340)",9,"(5, 81, 17, 2)",True
v_BenchPress_g19_c04,248,"(256, 340)","(256, 340)",9,"(5, 248, 17, 2)",True
v_BenchPress_g19_c05,120,"(256, 340)","(256, 340)",9,"(5, 120, 17, 2)",True
v_BenchPress_g19_c06,102,"(256, 340)","(256, 340)",9,"(4, 102, 17, 2)",True
v_BenchPress_g20_c01,72,"(256, 340)","(256, 340)",9,"(3, 72, 17, 2)",True
v_BenchPress_g20_c02,60,"(256, 340)","(256, 340)",9,"(3, 60, 17, 2)",True
v_BenchPress_g20_c03,85,"(256, 340)","(256, 340)",9,"(3, 85, 17, 2)",True
v_BenchPress_g20_c04,209,"(256, 340)","(256, 340)",9,"(3, 209, 17, 2)",True
v_BenchPress_g20_c05,78,"(256, 340)","(256, 340)",9,"(2, 78, 17, 2)",True
v_BenchPress_g20_c06,86,"(256, 340)","(256, 340)",9,"(2, 86, 17, 2)",True
v_BenchPress_g20_c07,69,"(256, 340)","(256, 340)",9,"(2, 69, 17, 2)",True
v_BenchPress_g21_c01,183,"(256, 340)","(256, 340)",9,"(3, 183, 17, 2)",True
v_BenchPress_g21_c02,98,"(256, 340)","(256, 340)",9,"(2, 98, 17, 2)",True
v_BenchPress_g21_c03,88,"(256, 340)","(256, 340)",9,"(4, 88, 17, 2)",True
v_BenchPress_g21_c04,290,"(256, 340)","(256, 340)",9,"(3, 290, 17, 2)",True
v_BenchPress_g22_c01,87,"(256, 340)","(256, 340)",9,"(5, 87, 17, 2)",True
v_BenchPress_g22_c02,77,"(256, 340)","(256, 340)",9,"(4, 77, 17, 2)",True
v_BenchPress_g22_c03,73,"(256, 340)","(256, 340)",9,"(4, 73, 17, 2)",True
v_BenchPress_g22_c04,70,"(256, 340)","(256, 340)",9,"(4, 70, 17, 2)",True
v_BenchPress_g22_c05,70,"(256, 340)","(256, 340)",9,"(4, 70, 17, 2)",True
v_BenchPress_g22_c06,273,"(256, 340)","(256, 340)",9,"(4, 273, 17, 2)",True
v_BenchPress_g22_c07,131,"(256, 340)","(256, 340)",9,"(5, 131, 17, 2)",True
v_BenchPress_g23_c01,130,"(256, 340)","(256, 340)",9,"(3, 130, 17, 2)",True
v_BenchPress_g23_c02,125,"(256, 340)","(256, 340)",9,"(3, 125, 17, 2)",True
v_BenchPress_g23_c03,175,"(256, 340)","(256, 340)",9,"(3, 175, 17, 2)",True
v_BenchPress_g23_c04,163,"(256, 340)","(256, 340)",9,"(4, 163, 17, 2)",True
v_BenchPress_g23_c05,126,"(256, 340)","(256, 340)",9,"(3, 126, 17, 2)",True
v_BenchPress_g24_c01,68,"(256, 340)","(256, 340)",9,"(5, 68, 17, 2)",True
v_BenchPress_g24_c02,68,"(256, 340)","(256, 340)",9,"(4, 68, 17, 2)",True
v_BenchPress_g24_c03,63,"(256, 340)","(256, 340)",9,"(4, 63, 17, 2)",True
v_BenchPress_g24_c04,165,"(256, 340)","(256, 340)",9,"(4, 165, 17, 2)",True
v_BenchPress_g24_c05,110,"(256, 340)","(256, 340)",9,"(4, 110, 17, 2)",True
v_BenchPress_g24_c06,79,"(256, 340)","(256, 340)",9,"(4, 79, 17, 2)",True
v_BenchPress_g24_c07,73,"(256, 340)","(256, 340)",9,"(5, 73, 17, 2)",True
v_BenchPress_g25_c01,106,"(256, 340)","(256, 340)",9,"(3, 106, 17, 2)",True
v_BenchPress_g25_c02,107,"(256, 340)","(256, 340)",9,"(4, 107, 17, 2)",True
v_BenchPress_g25_c03,96,"(256, 340)","(256, 340)",9,"(4, 96, 17, 2)",True
v_BenchPress_g25_c04,215,"(256, 340)","(256, 340)",9,"(3, 215, 17, 2)",True
v_BenchPress_g25_c05,221,"(256, 340)","(256, 340)",9,"(4, 221, 17, 2)",True
v_BenchPress_g25_c06,122,"(256, 340)","(256, 340)",9,"(4, 122, 17, 2)",True
v_BenchPress_g25_c07,129,"(256, 340)","(256, 340)",9,"(4, 129, 17, 2)",True
v_Biking_g08_c01,200,"(256, 340)","(256, 340)",10,"(5, 200, 17, 2)",True
v_Biking_g08_c02,122,"(256, 340)","(256, 340)",10,"(4, 122, 17, 2)",True
v_Biking_g08_c03,199,"(256, 340)","(256, 340)",10,"(5, 199, 17, 2)",True
v_Biking_g08_c04,196,"(256, 340)","(256, 340)",10,"(2, 196, 17, 2)",True
v_Biking_g08_c05,239,"(256, 340)","(256, 340)",10,"(3, 239, 17, 2)",True
v_Biking_g08_c06,235,"(256, 340)","(256, 340)",10,"(3, 235, 17, 2)",True
v_Biking_g09_c01,172,"(256, 340)","(256, 340)",10,"(2, 172, 17, 2)",True
v_Biking_g09_c02,179,"(256, 340)","(256, 340)",10,"(3, 179, 17, 2)",True
v_Biking_g09_c03,200,"(256, 340)","(256, 340)",10,"(7, 200, 17, 2)",True
v_Biking_g09_c04,195,"(256, 340)","(256, 340)",10,"(5, 195, 17, 2)",True
v_Biking_g10_c01,239,"(256, 340)","(256, 340)",10,"(3, 239, 17, 2)",True
v_Biking_g10_c02,239,"(256, 340)","(256, 340)",10,"(3, 239, 17, 2)",True
v_Biking_g10_c03,239,"(256, 340)","(256, 340)",10,"(3, 239, 17, 2)",True
v_Biking_g10_c04,239,"(256, 340)","(256, 340)",10,"(3, 239, 17, 2)",True
v_Biking_g10_c05,235,"(256, 340)","(256, 340)",10,"(3, 235, 17, 2)",True
v_Biking_g10_c06,236,"(256, 340)","(256, 340)",10,"(3, 236, 17, 2)",True
v_Biking_g11_c01,150,"(256, 340)","(256, 340)",10,"(2, 150, 17, 2)",True
v_Biking_g11_c02,150,"(256, 340)","(256, 340)",10,"(3, 150, 17, 2)",True
v_Biking_g11_c03,130,"(256, 340)","(256, 340)",10,"(3, 130, 17, 2)",True
v_Biking_g11_c04,209,"(256, 340)","(256, 340)",10,"(3, 209, 17, 2)",True
v_Biking_g11_c05,152,"(256, 340)","(256, 340)",10,"(4, 152, 17, 2)",True
v_Biking_g11_c06,108,"(256, 340)","(256, 340)",10,"(1, 108, 17, 2)",True
v_Biking_g12_c01,232,"(256, 340)","(256, 340)",10,"(4, 232, 17, 2)",True
v_Biking_g12_c02,197,"(256, 340)","(256, 340)",10,"(5, 197, 17, 2)",True
v_Biking_g12_c03,200,"(256, 340)","(256, 340)",10,"(3, 200, 17, 2)",True
v_Biking_g12_c04,199,"(256, 340)","(256, 340)",10,"(3, 199, 17, 2)",True
v_Biking_g13_c01,146,"(256, 340)","(256, 340)",10,"(2, 146, 17, 2)",True
v_Biking_g13_c02,150,"(256, 340)","(256, 340)",10,"(2, 150, 17, 2)",True
v_Biking_g13_c03,108,"(256, 340)","(256, 340)",10,"(3, 108, 17, 2)",True
v_Biking_g13_c04,239,"(256, 340)","(256, 340)",10,"(3, 239, 17, 2)",True
v_Biking_g13_c05,235,"(256, 340)","(256, 340)",10,"(3, 235, 17, 2)",True
v_Biking_g13_c06,162,"(256, 340)","(256, 340)",10,"(3, 162, 17, 2)",True
v_Biking_g14_c01,125,"(256, 340)","(256, 340)",10,"(2, 125, 17, 2)",True
v_Biking_g14_c02,168,"(256, 340)","(256, 340)",10,"(2, 168, 17, 2)",True
v_Biking_g14_c03,122,"(256, 340)","(256, 340)",10,"(1, 122, 17, 2)",True
v_Biking_g14_c04,156,"(256, 340)","(256, 340)",10,"(4, 156, 17, 2)",True
v_Biking_g15_c01,239,"(256, 340)","(256, 340)",10,"(2, 239, 17, 2)",True
v_Biking_g15_c02,239,"(256, 340)","(256, 340)",10,"(2, 239, 17, 2)",True
v_Biking_g15_c03,239,"(256, 340)","(256, 340)",10,"(2, 239, 17, 2)",True
v_Biking_g15_c04,239,"(256, 340)","(256, 340)",10,"(3, 239, 17, 2)",True
v_Biking_g15_c05,239,"(256, 340)","(256, 340)",10,"(2, 239, 17, 2)",True
v_Biking_g16_c01,239,"(256, 340)","(256, 340)",10,"(5, 239, 17, 2)",True
v_Biking_g16_c02,198,"(256, 340)","(256, 340)",10,"(3, 198, 17, 2)",True
v_Biking_g16_c03,161,"(256, 340)","(256, 340)",10,"(2, 161, 17, 2)",True
v_Biking_g16_c04,174,"(256, 340)","(256, 340)",10,"(3, 174, 17, 2)",True
v_Biking_g16_c05,232,"(256, 340)","(256, 340)",10,"(4, 232, 17, 2)",True
v_Biking_g17_c01,151,"(256, 340)","(256, 340)",10,"(3, 151, 17, 2)",True
v_Biking_g17_c02,239,"(256, 340)","(256, 340)",10,"(2, 239, 17, 2)",True
v_Biking_g17_c03,179,"(256, 340)","(256, 340)",10,"(3, 179, 17, 2)",True
v_Biking_g17_c04,203,"(256, 340)","(256, 340)",10,"(2, 203, 17, 2)",True
v_Biking_g17_c05,203,"(256, 340)","(256, 340)",10,"(3, 203, 17, 2)",True
v_Biking_g17_c06,239,"(256, 340)","(256, 340)",10,"(3, 239, 17, 2)",True
v_Biking_g18_c01,150,"(256, 340)","(256, 340)",10,"(3, 150, 17, 2)",True
v_Biking_g18_c02,180,"(256, 340)","(256, 340)",10,"(2, 180, 17, 2)",True
v_Biking_g18_c03,194,"(256, 340)","(256, 340)",10,"(1, 194, 17, 2)",True
v_Biking_g18_c04,180,"(256, 340)","(256, 340)",10,"(1, 180, 17, 2)",True
v_Biking_g18_c05,208,"(256, 340)","(256, 340)",10,"(3, 208, 17, 2)",True
v_Biking_g18_c06,239,"(256, 340)","(256, 340)",10,"(1, 239, 17, 2)",True
v_Biking_g19_c01,150,"(256, 340)","(256, 340)",10,"(4, 150, 17, 2)",True
v_Biking_g19_c02,150,"(256, 340)","(256, 340)",10,"(1, 150, 17, 2)",True
v_Biking_g19_c03,150,"(256, 340)","(256, 340)",10,"(2, 150, 17, 2)",True
v_Biking_g19_c04,150,"(256, 340)","(256, 340)",10,"(2, 150, 17, 2)",True
v_Biking_g20_c01,329,"(256, 340)","(256, 340)",10,"(4, 329, 17, 2)",True
